antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES'})",0.027210884353741496,0.031746031746031744,0.024943310657596373,0.9166666666666667,28.875000000000004,1.0,0.024079473059064896,11.61904761904763,0.9923712650985378,0.7333333333333335,0.9139344262295083,0.8511904761904763
"frozenset({'PACK OF 6 SKULL PAPER CUPS', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})",0.031746031746031744,0.027210884353741496,0.024943310657596373,0.7857142857142858,28.875000000000004,1.0,0.024079473059064896,4.539682539682541,0.9970193740685542,0.7333333333333335,0.7797202797202798,0.8511904761904763
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES'})","frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})",0.031746031746031744,0.027210884353741496,0.024943310657596373,0.7857142857142858,28.875000000000004,1.0,0.024079473059064896,4.539682539682541,0.9970193740685542,0.7333333333333335,0.7797202797202798,0.8511904761904763
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES'})",0.027210884353741496,0.031746031746031744,0.024943310657596373,0.9166666666666667,28.875000000000004,1.0,0.024079473059064896,11.61904761904763,0.9923712650985378,0.7333333333333335,0.9139344262295083,0.8511904761904763
"frozenset({'SPACEBOY CHILDRENS BOWL', 'DOLLY GIRL CHILDRENS CUP', 'DOLLY GIRL CHILDRENS BOWL'})",frozenset({'SPACEBOY CHILDRENS CUP'}),0.02947845804988662,0.02947845804988662,0.024943310657596373,0.8461538461538461,28.704142011834318,1.0,0.024074331168597446,6.308390022675737,0.9944774851316905,0.7333333333333335,0.8414809489575845,0.8461538461538461
"frozenset({'DOLLY GIRL CHILDRENS CUP', 'SPACEBOY CHILDRENS BOWL'})",frozenset({'SPACEBOY CHILDRENS CUP'}),0.02947845804988662,0.02947845804988662,0.024943310657596373,0.8461538461538461,28.704142011834318,1.0,0.024074331168597446,6.308390022675737,0.9944774851316905,0.7333333333333335,0.8414809489575845,0.8461538461538461
frozenset({'SPACEBOY CHILDRENS CUP'}),"frozenset({'DOLLY GIRL CHILDRENS CUP', 'SPACEBOY CHILDRENS BOWL'})",0.02947845804988662,0.02947845804988662,0.024943310657596373,0.8461538461538461,28.704142011834318,1.0,0.024074331168597446,6.308390022675737,0.9944774851316905,0.7333333333333335,0.8414809489575845,0.8461538461538461
frozenset({'SPACEBOY CHILDRENS CUP'}),"frozenset({'SPACEBOY CHILDRENS BOWL', 'DOLLY GIRL CHILDRENS CUP', 'DOLLY GIRL CHILDRENS BOWL'})",0.02947845804988662,0.02947845804988662,0.024943310657596373,0.8461538461538461,28.704142011834318,1.0,0.024074331168597446,6.308390022675737,0.9944774851316905,0.7333333333333335,0.8414809489575845,0.8461538461538461
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})",0.024943310657596373,0.036281179138321996,0.024943310657596373,1.0,27.5625,1.0,0.024038337935325303,inf,0.9883720930232558,0.6875000000000001,1.0,0.84375
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.031746031746031744,0.036281179138321996,0.031746031746031744,1.0,27.5625,1.0,0.030594248281323108,inf,0.9953161592505854,0.8750000000000001,1.0,0.9375
"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'PLASTERS IN TIN SPACEBOY'})","frozenset({'ALARM CLOCK BAKELIKE RED ', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.027210884353741496,0.027210884353741496,0.02040816326530612,0.75,27.5625,1.0,0.01966773103799343,3.891156462585034,0.9906759906759909,0.6,0.743006993006993,0.75
frozenset({'DOLLY GIRL BABY GIFT SET'}),frozenset({' SPACEBOY BABY GIFT SET'}),0.02040816326530612,0.036281179138321996,0.02040816326530612,1.0,27.5625,1.0,0.01966773103799343,inf,0.9837962962962964,0.5624999999999998,1.0,0.78125
"frozenset({'SET OF 9 BLACK SKULL BALLOONS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})",0.02040816326530612,0.036281179138321996,0.02040816326530612,1.0,27.5625,1.0,0.01966773103799343,inf,0.9837962962962964,0.5624999999999998,1.0,0.78125
"frozenset({'SPACEBOY CHILDRENS BOWL', 'SPACEBOY CHILDRENS CUP', 'DOLLY GIRL CHILDRENS BOWL'})",frozenset({'DOLLY GIRL CHILDRENS CUP'}),0.024943310657596373,0.036281179138321996,0.024943310657596373,1.0,27.5625,1.0,0.024038337935325303,inf,0.9883720930232558,0.6875000000000001,1.0,0.84375
"frozenset({'SET OF 9 BLACK SKULL BALLOONS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.02040816326530612,0.036281179138321996,0.02040816326530612,1.0,27.5625,1.0,0.01966773103799343,inf,0.9837962962962964,0.5624999999999998,1.0,0.78125
frozenset({'DOLLY GIRL CHILDRENS CUP'}),"frozenset({'SPACEBOY CHILDRENS BOWL', 'SPACEBOY CHILDRENS CUP', 'DOLLY GIRL CHILDRENS BOWL'})",0.036281179138321996,0.024943310657596373,0.024943310657596373,0.6875,27.5625,1.0,0.024038337935325303,3.120181405895692,1.0,0.6875000000000001,0.6795058139534884,0.84375
frozenset({'DOLLY GIRL CHILDRENS CUP'}),"frozenset({'SPACEBOY CHILDRENS CUP', 'DOLLY GIRL CHILDRENS BOWL'})",0.036281179138321996,0.024943310657596373,0.024943310657596373,0.6875,27.5625,1.0,0.024038337935325303,3.120181405895692,1.0,0.6875000000000001,0.6795058139534884,0.84375
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.024943310657596373,0.036281179138321996,0.024943310657596373,1.0,27.5625,1.0,0.024038337935325303,inf,0.9883720930232558,0.6875000000000001,1.0,0.84375
"frozenset({'SPACEBOY CHILDRENS CUP', 'DOLLY GIRL CHILDRENS BOWL'})",frozenset({'DOLLY GIRL CHILDRENS CUP'}),0.024943310657596373,0.036281179138321996,0.024943310657596373,1.0,27.5625,1.0,0.024038337935325303,inf,0.9883720930232558,0.6875000000000001,1.0,0.84375
"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'PLASTERS IN TIN SPACEBOY', 'ALARM CLOCK BAKELIKE RED '})","frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE PINK'})",0.027210884353741496,0.027210884353741496,0.02040816326530612,0.75,27.5625,1.0,0.01966773103799343,3.891156462585034,0.9906759906759909,0.6,0.743006993006993,0.75
"frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'ALARM CLOCK BAKELIKE PINK'})","frozenset({'ALARM CLOCK BAKELIKE GREEN', 'PLASTERS IN TIN SPACEBOY', 'ALARM CLOCK BAKELIKE RED '})",0.027210884353741496,0.027210884353741496,0.02040816326530612,0.75,27.5625,1.0,0.01966773103799343,3.891156462585034,0.9906759906759909,0.6,0.743006993006993,0.75
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER CUPS'})",0.036281179138321996,0.027210884353741496,0.027210884353741496,0.75,27.5625,1.0,0.026223641383991237,3.891156462585034,1.0,0.7500000000000001,0.743006993006993,0.875
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.027210884353741496,0.036281179138321996,0.027210884353741496,1.0,27.5625,1.0,0.026223641383991237,inf,0.9906759906759908,0.7500000000000001,1.0,0.875
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})",0.036281179138321996,0.027210884353741496,0.027210884353741496,0.75,27.5625,1.0,0.026223641383991237,3.891156462585034,1.0,0.7500000000000001,0.743006993006993,0.875
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})",0.036281179138321996,0.027210884353741496,0.027210884353741496,0.75,27.5625,1.0,0.026223641383991237,3.891156462585034,1.0,0.7500000000000001,0.743006993006993,0.875
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})",0.036281179138321996,0.024943310657596373,0.024943310657596373,0.6875,27.5625,1.0,0.024038337935325303,3.120181405895692,1.0,0.6875000000000001,0.6795058139534884,0.84375
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})",0.036281179138321996,0.024943310657596373,0.024943310657596373,0.6875,27.5625,1.0,0.024038337935325303,3.120181405895692,1.0,0.6875000000000001,0.6795058139534884,0.84375
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})",0.036281179138321996,0.027210884353741496,0.027210884353741496,0.75,27.5625,1.0,0.026223641383991237,3.891156462585034,1.0,0.7500000000000001,0.743006993006993,0.875
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.027210884353741496,0.036281179138321996,0.027210884353741496,1.0,27.5625,1.0,0.026223641383991237,inf,0.9906759906759908,0.7500000000000001,1.0,0.875
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})",0.027210884353741496,0.036281179138321996,0.027210884353741496,1.0,27.5625,1.0,0.026223641383991237,inf,0.9906759906759908,0.7500000000000001,1.0,0.875
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})",0.027210884353741496,0.036281179138321996,0.027210884353741496,1.0,27.5625,1.0,0.026223641383991237,inf,0.9906759906759908,0.7500000000000001,1.0,0.875
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'PLASTERS IN TIN WOODLAND ANIMALS'})","frozenset({'ALARM CLOCK BAKELIKE ORANGE', 'PLASTERS IN TIN SPACEBOY'})",0.027210884353741496,0.027210884353741496,0.02040816326530612,0.75,27.5625,1.0,0.01966773103799343,3.891156462585034,0.9906759906759909,0.6,0.743006993006993,0.75
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'SET OF 9 BLACK SKULL BALLOONS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER CUPS'})",0.036281179138321996,0.02040816326530612,0.02040816326530612,0.5624999999999999,27.562499999999996,1.0,0.01966773103799343,2.239067055393585,1.0,0.5624999999999998,0.5533854166666665,0.78125
frozenset({' SPACEBOY BABY GIFT SET'}),frozenset({'DOLLY GIRL BABY GIFT SET'}),0.036281179138321996,0.02040816326530612,0.02040816326530612,0.5624999999999999,27.562499999999996,1.0,0.01966773103799343,2.239067055393585,1.0,0.5624999999999998,0.5533854166666665,0.78125
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})",0.036281179138321996,0.031746031746031744,0.031746031746031744,0.8749999999999999,27.562499999999996,1.0,0.030594248281323108,7.746031746031739,0.9999999999999999,0.8750000000000001,0.8709016393442622,0.9375
"frozenset({'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET OF 9 BLACK SKULL BALLOONS', 'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})",0.036281179138321996,0.02040816326530612,0.02040816326530612,0.5624999999999999,27.562499999999996,1.0,0.01966773103799343,2.239067055393585,1.0,0.5624999999999998,0.5533854166666665,0.78125
"frozenset({'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.034013605442176874,0.02947845804988662,0.027210884353741496,0.7999999999999999,27.138461538461534,1.0,0.02620821571258889,4.852607709750566,0.9970657276995306,0.7500000000000001,0.7939252336448598,0.8615384615384615
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 6 SKULL PAPER CUPS', 'SET6 RED SPOTTY PAPER PLATES'})",0.02947845804988662,0.034013605442176874,0.027210884353741496,0.923076923076923,27.138461538461534,1.0,0.02620821571258889,12.557823129251691,0.9924065420560748,0.7500000000000001,0.9203683640303358,0.8615384615384615
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})",0.034013605442176874,0.02947845804988662,0.027210884353741496,0.7999999999999999,27.138461538461534,1.0,0.02620821571258889,4.852607709750566,0.9970657276995306,0.7500000000000001,0.7939252336448598,0.8615384615384615
"frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER CUPS'})",0.02947845804988662,0.034013605442176874,0.027210884353741496,0.923076923076923,27.138461538461534,1.0,0.02620821571258889,12.557823129251691,0.9924065420560748,0.7500000000000001,0.9203683640303358,0.8615384615384615
"frozenset({'PACK OF 6 SKULL PAPER CUPS', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})",0.031746031746031744,0.031746031746031744,0.027210884353741496,0.8571428571428572,27.000000000000004,1.0,0.02620307382212144,6.777777777777781,0.9945355191256832,0.7500000000000001,0.8524590163934427,0.8571428571428572
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'PACK OF 6 SKULL PAPER CUPS', 'PACK OF 6 SKULL PAPER PLATES', 'SET6 RED SPOTTY PAPER CUPS'})",0.031746031746031744,0.031746031746031744,0.027210884353741496,0.8571428571428572,27.000000000000004,1.0,0.02620307382212144,6.777777777777781,0.9945355191256832,0.7500000000000001,0.8524590163934427,0.8571428571428572
"frozenset({'SET6 RED SPOTTY PAPER PLATES', 'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER CUPS'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES'})",0.031746031746031744,0.031746031746031744,0.027210884353741496,0.8571428571428572,27.000000000000004,1.0,0.02620307382212144,6.777777777777781,0.9945355191256832,0.7500000000000001,0.8524590163934427,0.8571428571428572
"frozenset({'PACK OF 20 SKULL PAPER NAPKINS', 'SET6 RED SPOTTY PAPER PLATES'})","frozenset({'SET20 RED RETROSPOT PAPER NAPKINS ', 'PACK OF 6 SKULL PAPER PLATES'})",0.031746031746031744,0.031746031746031744,0.027210884353741496,0.8571428571428572,27.000000000000004,1.0,0.02620307382212144,6.777777777777781,0.9945355191256832,0.7500000000000001,0.8524590163934427,0.8571428571428572
